player,balls_Faced,dots,singles,doubles,triples,fours,sixes,wickets,dot_prob,sing_prob,doub_prob,trip_prob,four_prob,six_prob,wkt_prob,dots_conc,singles_conc,doubles_conc,triples_conc,fours_conc,sixes_conc,wickets_conc,balls_bowled,dot_conc_prob,sing_conc_prob,doub_conc_prob,trip_conc_prob,four_conc_prob,six_conc_prob,wkt_conc_prob,Present_league
Yusuf Pathan,2241,673,877,155,5,262,159,110,0.300312361,0.39134315,0.069165551,0.002231147,0.116912093,0.070950469,0.04908523,351,548,56,4,99,57,42,1157,0.303370787,0.473638721,0.048401037,0.003457217,0.085566119,0.049265341,0.036300778,97
Younis Khan,7,3,3,0,0,0,0,1,0.428571429,0.428571429,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
Yuzvendra Chahal,48,25,16,1,1,0,0,5,0.520833333,0.333333333,0.020833333,0.020833333,0,0,0.104166667,539,789,121,6,135,119,100,1809,0.297954671,0.43615257,0.066887783,0.00331675,0.074626866,0.0657822,0.05527916,5
Yuvraj Singh,2120,780,741,119,3,217,149,111,0.367924528,0.349528302,0.056132075,0.001415094,0.102358491,0.070283019,0.052358491,222,435,74,4,59,41,36,871,0.254879449,0.499425947,0.084959816,0.004592423,0.067738232,0.047072331,0.041331803,222
Zaheer Khan,141,60,47,7,0,11,2,14,0.425531915,0.333333333,0.04964539,0,0.078014184,0.014184397,0.09929078,771,813,145,9,312,64,102,2216,0.347924188,0.366877256,0.065433213,0.004061372,0.140794224,0.028880866,0.046028881,222
Andrew Flintoff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,4,0,7,7,2,65,0.276923077,0.415384615,0.061538462,0,0.107692308,0.107692308,0.030769231,222
Alzari Joseph,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,2,0,10,5,6,53,0.320754717,0.245283019,0.037735849,0,0.188679245,0.094339623,0.113207547,222
Anand Rajan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,65,10,0,17,8,8,157,0.312101911,0.414012739,0.063694268,0,0.108280255,0.050955414,0.050955414,222
Brett Geeves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,15,1,0,17,1,1,49,0.285714286,0.306122449,0.020408163,0,0.346938776,0.020408163,0.020408163,222
Benjamin William Hilfenhaus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,115,20,2,48,21,22,379,0.398416887,0.303430079,0.052770449,0.005277045,0.126649077,0.055408971,0.058047493,222
David Willey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,3,0,12,3,2,60,0.283333333,0.383333333,0.05,0,0.2,0.05,0.033333333,222
Doug Bollinger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,200,33,2,73,19,37,581,0.373493976,0.344234079,0.056798623,0.003442341,0.125645439,0.032702238,0.063683305,222
Gagandeep Singh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,27,11,0,14,6,3,83,0.265060241,0.325301205,0.13253012,0,0.168674699,0.072289157,0.036144578,222
Gurinder Sandhu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,10,0,8,2,1,47,0.170212766,0.382978723,0.212765957,0,0.170212766,0.042553191,0.021276596,222
Jason Behrendorff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,31,5,0,19,8,5,114,0.403508772,0.271929825,0.043859649,0,0.166666667,0.070175439,0.043859649,222
Junior Dala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,3,2,0,19,0.368421053,0.210526316,0.157894737,0,0.157894737,0.105263158,0,222
Kulwant Khejroliya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,50,4,0,9,10,3,98,0.224489796,0.510204082,0.040816327,0,0.091836735,0.102040816,0.030612245,222
Lungisani Ngidi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,62,3,0,13,6,11,158,0.398734177,0.392405063,0.018987342,0,0.082278481,0.037974684,0.069620253,10
Merchant de Lange,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,43,5,1,21,4,5,113,0.300884956,0.380530973,0.044247788,0.008849558,0.185840708,0.03539823,0.044247788,222
Michael Neser,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,2,1,6,4,0,25,0.2,0.28,0.08,0.04,0.24,0.16,0,222
Matt Henry,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,1,0,7,5,1,31,0.193548387,0.35483871,0.032258065,0,0.225806452,0.161290323,0.032258065,222
Oshane Thomas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,27,2,2,9,1,5,58,0.206896552,0.465517241,0.034482759,0.034482759,0.155172414,0.017241379,0.086206897,222
Rahul Sharma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,419,54,3,70,45,40,925,0.317837838,0.452972973,0.058378378,0.003243243,0.075675676,0.048648649,0.043243243,222
Ramesh Powar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,175,29,4,41,18,13,433,0.35334873,0.404157044,0.066974596,0.009237875,0.094688222,0.041570439,0.030023095,222
Scott kuggeleijn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,19,5,0,6,3,2,50,0.3,0.38,0.1,0,0.12,0.06,0.04,222
Sachin Warrior,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,3,0,8,3,2,72,0.375,0.402777778,0.041666667,0,0.111111111,0.041666667,0.027777778,222
Sourav Ganguly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,140,18,1,25,14,10,273,0.238095238,0.512820513,0.065934066,0.003663004,0.091575092,0.051282051,0.036630037,222
Scott Boland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,3,0,6,1,2,42,0.285714286,0.428571429,0.071428571,0,0.142857143,0.023809524,0.047619048,222
Sowmya Sarkar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,1,0,4,0,1,25,0.12,0.64,0.04,0,0.16,0,0.04,222
T Natarajan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,38,4,1,9,5,2,81,0.271604938,0.469135802,0.049382716,0.012345679,0.111111111,0.061728395,0.024691358,222
Tarbaiz Shamsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,39,7,0,13,7,3,92,0.25,0.423913043,0.076086957,0,0.141304348,0.076086957,0.032608696,222
Varun Chakravarthy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,1,0,3,3,1,18,0.388888889,0.166666667,0.055555556,0,0.166666667,0.166666667,0.055555556,222
