crr_ran,over,wickets_fell,total_Score_range,dot,sing,doub,triple,four,six,wicket,total,dot_prob,sing_prob,doub_prob,trip_prob,four_prob,six_prob,wkt_prob
8 to 8.5,12,8,90 to 100,1,0,0,0,0,1,0,2,0.5,0,0,0,0,0.5,0
8 to 8.5,12,8,90 to 100,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
8 to 8.5,13,0,100 to 110,1,3,0,0,0,1,0,5,0.2,0.6,0,0,0,0.2,0
8 to 8.5,13,0,90 to 100,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
8 to 8.5,13,1,100 to 110,20,26,9,0,12,9,0,76,0.263157895,0.342105263,0.118421053,0,0.157894737,0.118421053,0
8 to 8.5,13,1,110 to 120,0,0,1,0,1,0,0,2,0,0,0.5,0,0.5,0,0
8 to 8.5,13,1,90 to 100,1,2,0,0,0,0,0,3,0.333333333,0.666666667,0,0,0,0,0
8 to 8.5,13,1,100 to 110,25,35,10,0,16,6,5,97,0.257731959,0.360824742,0.103092784,0,0.164948454,0.06185567,0.051546392
8 to 8.5,13,2,110 to 120,1,2,1,0,0,0,0,4,0.25,0.5,0.25,0,0,0,0
8 to 8.5,13,1,90 to 100,3,3,0,0,2,3,1,12,0.25,0.25,0,0,0.166666667,0.25,0.083333333
8 to 8.5,13,2,100 to 110,19,29,4,0,11,4,8,75,0.253333333,0.386666667,0.053333333,0,0.146666667,0.053333333,0.106666667
8 to 8.5,13,2,110 to 120,1,3,0,0,0,0,2,6,0.166666667,0.5,0,0,0,0,0.333333333
8 to 8.5,13,2,90 to 100,1,2,0,0,0,1,1,5,0.2,0.4,0,0,0,0.2,0.2
8 to 8.5,13,3,100 to 110,10,16,1,0,2,1,6,36,0.277777778,0.444444444,0.027777778,0,0.055555556,0.027777778,0.166666667
8 to 8.5,13,4,110 to 120,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
8 to 8.5,13,3,90 to 100,3,3,1,0,0,0,1,8,0.375,0.375,0.125,0,0,0,0.125
8 to 8.5,13,4,100 to 110,7,8,1,0,0,0,1,17,0.411764706,0.470588235,0.058823529,0,0,0,0.058823529
8 to 8.5,14,1,100 to 110,2,8,1,0,0,2,0,13,0.153846154,0.615384615,0.076923077,0,0,0.153846154,0
8 to 8.5,14,1,110 to 120,16,19,6,0,6,3,0,50,0.32,0.38,0.12,0,0.12,0.06,0
8 to 8.5,14,1,100 to 110,6,9,1,0,5,1,3,25,0.24,0.36,0.04,0,0.2,0.04,0.12
8 to 8.5,14,1,110 to 120,18,30,13,0,17,7,4,89,0.202247191,0.337078652,0.146067416,0,0.191011236,0.078651685,0.04494382
8 to 8.5,14,2,120 to 130,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
8 to 8.5,14,2,100 to 110,2,5,1,0,3,1,3,15,0.133333333,0.333333333,0.066666667,0,0.2,0.066666667,0.2
8 to 8.5,14,2,110 to 120,18,31,16,0,11,4,4,84,0.214285714,0.369047619,0.19047619,0,0.130952381,0.047619048,0.047619048
8 to 8.5,14,3,100 to 110,2,7,1,0,2,1,1,14,0.142857143,0.5,0.071428571,0,0.142857143,0.071428571,0.071428571
8 to 8.5,14,3,110 to 120,11,14,4,1,8,4,7,49,0.224489796,0.285714286,0.081632653,0.020408163,0.163265306,0.081632653,0.142857143
8 to 8.5,14,4,100 to 110,2,3,0,0,1,0,1,7,0.285714286,0.428571429,0,0,0.142857143,0,0.142857143
8 to 8.5,14,5,110 to 120,0,3,0,0,1,3,0,7,0,0.428571429,0,0,0.142857143,0.428571429,0
8 to 8.5,14,5,110 to 120,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
8 to 8.5,15,0,120 to 130,1,1,0,0,0,0,0,2,0.5,0.5,0,0,0,0,0
8 to 8.5,15,1,110 to 120,3,7,0,0,2,0,0,12,0.25,0.583333333,0,0,0.166666667,0,0
8 to 8.5,15,0,120 to 130,7,12,2,0,4,3,1,29,0.24137931,0.413793103,0.068965517,0,0.137931034,0.103448276,0.034482759
8 to 8.5,15,1,110 to 120,11,16,7,0,9,4,1,48,0.229166667,0.333333333,0.145833333,0,0.1875,0.083333333,0.020833333
8 to 8.5,15,1,120 to 130,14,27,8,0,13,5,2,69,0.202898551,0.391304348,0.115942029,0,0.188405797,0.072463768,0.028985507
8 to 8.5,15,2,110 to 120,13,15,3,0,5,1,4,41,0.317073171,0.365853659,0.073170732,0,0.12195122,0.024390244,0.097560976
8 to 8.5,15,2,120 to 130,10,26,8,1,12,4,5,66,0.151515152,0.393939394,0.121212121,0.015151515,0.181818182,0.060606061,0.075757576
8 to 8.5,15,3,110 to 120,7,12,6,0,3,0,5,33,0.212121212,0.363636364,0.181818182,0,0.090909091,0,0.151515152
8 to 8.5,15,3,120 to 130,14,27,5,0,7,3,4,60,0.233333333,0.45,0.083333333,0,0.116666667,0.05,0.066666667
8 to 8.5,15,4,110 to 120,3,3,1,0,2,0,1,10,0.3,0.3,0.1,0,0.2,0,0.1
8 to 8.5,15,4,120 to 130,7,11,0,0,2,0,3,23,0.304347826,0.47826087,0,0,0.086956522,0,0.130434783
8 to 8.5,15,6,110 to 120,0,2,0,0,1,0,0,3,0,0.666666667,0,0,0.333333333,0,0
8 to 8.5,15,6,120 to 130,0,1,0,0,1,0,0,2,0,0.5,0,0,0.5,0,0
8 to 8.5,15,7,110 to 120,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
8 to 8.5,15,6,120 to 130,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
8 to 8.5,16,1,120 to 130,2,10,5,0,3,2,0,22,0.090909091,0.454545455,0.227272727,0,0.136363636,0.090909091,0
8 to 8.5,16,1,130 to 140,1,6,1,0,1,1,0,10,0.1,0.6,0.1,0,0.1,0.1,0
8 to 8.5,16,1,120 to 130,10,26,6,1,12,7,3,65,0.153846154,0.4,0.092307692,0.015384615,0.184615385,0.107692308,0.046153846
8 to 8.5,16,1,130 to 140,8,18,5,1,2,5,1,40,0.2,0.45,0.125,0.025,0.05,0.125,0.025
8 to 8.5,16,2,120 to 130,17,25,12,1,7,8,7,77,0.220779221,0.324675325,0.155844156,0.012987013,0.090909091,0.103896104,0.090909091
8 to 8.5,16,2,130 to 140,12,20,6,1,10,5,3,57,0.210526316,0.350877193,0.105263158,0.01754386,0.175438596,0.087719298,0.052631579
8 to 8.5,16,3,120 to 130,14,23,8,0,7,4,2,58,0.24137931,0.396551724,0.137931034,0,0.120689655,0.068965517,0.034482759
8 to 8.5,16,3,130 to 140,8,12,2,0,4,5,7,38,0.210526316,0.315789474,0.052631579,0,0.105263158,0.131578947,0.184210526
8 to 8.5,16,4,120 to 130,1,13,4,0,6,0,5,29,0.034482759,0.448275862,0.137931034,0,0.206896552,0,0.172413793
8 to 8.5,16,4,130 to 140,5,10,0,0,2,3,1,21,0.238095238,0.476190476,0,0,0.095238095,0.142857143,0.047619048
8 to 8.5,16,5,120 to 130,0,2,0,0,0,0,1,3,0,0.666666667,0,0,0,0,0.333333333
8 to 8.5,16,5,130 to 140,1,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0.5
8 to 8.5,16,7,120 to 130,1,3,0,0,1,1,0,6,0.166666667,0.5,0,0,0.166666667,0.166666667,0
8 to 8.5,17,1,130 to 140,4,3,2,0,2,5,0,16,0.25,0.1875,0.125,0,0.125,0.3125,0
8 to 8.5,17,1,140 to 150,0,2,0,0,1,0,0,3,0,0.666666667,0,0,0.333333333,0,0
8 to 8.5,17,1,130 to 140,13,21,11,0,9,3,1,58,0.224137931,0.362068966,0.189655172,0,0.155172414,0.051724138,0.017241379
8 to 8.5,17,2,140 to 150,7,6,1,0,3,2,0,19,0.368421053,0.315789474,0.052631579,0,0.157894737,0.105263158,0
8 to 8.5,17,2,130 to 140,15,28,12,0,11,9,4,79,0.189873418,0.35443038,0.151898734,0,0.139240506,0.113924051,0.050632911
8 to 8.5,17,2,140 to 150,3,13,4,0,6,2,4,32,0.09375,0.40625,0.125,0,0.1875,0.0625,0.125
8 to 8.5,17,3,130 to 140,28,36,17,0,13,14,9,117,0.239316239,0.307692308,0.145299145,0,0.111111111,0.11965812,0.076923077
8 to 8.5,17,3,140 to 150,5,13,4,1,4,3,1,31,0.161290323,0.419354839,0.129032258,0.032258065,0.129032258,0.096774194,0.032258065
8 to 8.5,17,4,130 to 140,10,19,5,0,6,0,9,49,0.204081633,0.387755102,0.102040816,0,0.12244898,0,0.183673469
8 to 8.5,17,4,140 to 150,5,6,3,0,2,3,3,22,0.227272727,0.272727273,0.136363636,0,0.090909091,0.136363636,0.136363636
8 to 8.5,17,5,130 to 140,1,4,1,0,1,1,2,10,0.1,0.4,0.1,0,0.1,0.1,0.2
8 to 8.5,17,5,140 to 150,0,4,0,0,0,0,3,7,0,0.571428571,0,0,0,0,0.428571429
8 to 8.5,17,6,130 to 140,2,0,0,0,0,0,1,3,0.666666667,0,0,0,0,0,0.333333333
8 to 8.5,17,6,140 to 150,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
8 to 8.5,18,1,140 to 150,0,3,1,0,2,1,0,7,0,0.428571429,0.142857143,0,0.285714286,0.142857143,0
8 to 8.5,18,1,150 to 160,0,1,0,0,1,0,0,2,0,0.5,0,0,0.5,0,0
8 to 8.5,18,2,130 to 140,1,3,1,0,0,0,0,5,0.2,0.6,0.2,0,0,0,0
8 to 8.5,18,2,140 to 150,5,16,2,1,3,4,0,31,0.161290323,0.516129032,0.064516129,0.032258065,0.096774194,0.129032258,0
8 to 8.5,18,2,150 to 160,0,2,1,0,1,1,0,5,0,0.4,0.2,0,0.2,0.2,0
8 to 8.5,18,2,130 to 140,0,0,1,0,0,1,1,3,0,0,0.333333333,0,0,0.333333333,0.333333333
8 to 8.5,18,2,140 to 150,14,27,8,0,16,11,5,81,0.172839506,0.333333333,0.098765432,0,0.197530864,0.135802469,0.061728395
8 to 8.5,18,3,150 to 160,3,2,1,0,1,1,0,8,0.375,0.25,0.125,0,0.125,0.125,0
8 to 8.5,18,3,130 to 140,1,3,2,0,2,1,1,10,0.1,0.3,0.2,0,0.2,0.1,0.1
8 to 8.5,18,3,140 to 150,19,37,16,1,17,12,10,112,0.169642857,0.330357143,0.142857143,0.008928571,0.151785714,0.107142857,0.089285714
8 to 8.5,18,3,150 to 160,3,7,4,1,4,2,4,25,0.12,0.28,0.16,0.04,0.16,0.08,0.16
8 to 8.5,18,4,130 to 140,0,3,2,0,0,2,1,8,0,0.375,0.25,0,0,0.25,0.125
8 to 8.5,18,4,140 to 150,11,28,7,0,12,7,9,74,0.148648649,0.378378378,0.094594595,0,0.162162162,0.094594595,0.121621622
8 to 8.5,18,4,150 to 160,2,8,0,0,1,1,2,14,0.142857143,0.571428571,0,0,0.071428571,0.071428571,0.142857143
8 to 8.5,18,5,130 to 140,2,3,0,0,0,0,1,6,0.333333333,0.5,0,0,0,0,0.166666667
8 to 8.5,18,5,140 to 150,10,22,6,0,5,2,7,52,0.192307692,0.423076923,0.115384615,0,0.096153846,0.038461538,0.134615385
8 to 8.5,18,5,150 to 160,0,3,2,0,1,0,1,7,0,0.428571429,0.285714286,0,0.142857143,0,0.142857143
8 to 8.5,18,6,140 to 150,3,7,1,0,3,0,3,17,0.176470588,0.411764706,0.058823529,0,0.176470588,0,0.176470588
8 to 8.5,18,7,150 to 160,2,1,0,0,0,0,0,3,0.666666667,0.333333333,0,0,0,0,0
8 to 8.5,18,7,140 to 150,1,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0.5
8 to 8.5,19,1,150 to 160,1,1,0,0,0,0,0,2,0.5,0.5,0,0,0,0,0
8 to 8.5,19,2,140 to 150,0,2,0,0,1,2,0,5,0,0.4,0,0,0.2,0.4,0
8 to 8.5,19,1,150 to 160,2,14,5,0,3,2,1,27,0.074074074,0.518518519,0.185185185,0,0.111111111,0.074074074,0.037037037
8 to 8.5,19,2,160 to 170,0,3,2,0,0,0,0,5,0,0.6,0.4,0,0,0,0
8 to 8.5,19,2,140 to 150,3,1,0,0,1,1,1,7,0.428571429,0.142857143,0,0,0.142857143,0.142857143,0.142857143
8 to 8.5,19,3,150 to 160,11,23,9,0,8,10,0,61,0.180327869,0.37704918,0.147540984,0,0.131147541,0.163934426,0
8 to 8.5,19,3,160 to 170,2,3,1,1,1,1,0,9,0.222222222,0.333333333,0.111111111,0.111111111,0.111111111,0.111111111,0
8 to 8.5,19,4,140 to 150,6,4,4,0,4,4,0,22,0.272727273,0.181818182,0.181818182,0,0.181818182,0.181818182,0
8 to 8.5,19,3,150 to 160,20,41,13,1,16,14,3,108,0.185185185,0.37962963,0.12037037,0.009259259,0.148148148,0.12962963,0.027777778
8 to 8.5,19,3,160 to 170,1,5,2,0,1,2,1,12,0.083333333,0.416666667,0.166666667,0,0.083333333,0.166666667,0.083333333
8 to 8.5,19,4,140 to 150,4,7,0,0,2,2,2,17,0.235294118,0.411764706,0,0,0.117647059,0.117647059,0.117647059
8 to 8.5,19,4,150 to 160,18,32,11,0,12,7,7,87,0.206896552,0.367816092,0.126436782,0,0.137931034,0.08045977,0.08045977
8 to 8.5,19,4,160 to 170,2,3,2,0,1,0,1,9,0.222222222,0.333333333,0.222222222,0,0.111111111,0,0.111111111
8 to 8.5,19,5,140 to 150,3,7,0,0,2,0,4,16,0.1875,0.4375,0,0,0.125,0,0.25
8 to 8.5,19,5,150 to 160,11,27,2,0,8,10,10,68,0.161764706,0.397058824,0.029411765,0,0.117647059,0.147058824,0.147058824
8 to 8.5,19,5,160 to 170,1,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0.5
8 to 8.5,19,7,140 to 150,0,1,0,0,2,0,0,3,0,0.333333333,0,0,0.666666667,0,0
8 to 8.5,19,6,150 to 160,6,12,4,0,3,3,9,37,0.162162162,0.324324324,0.108108108,0,0.081081081,0.081081081,0.243243243
8 to 8.5,19,7,160 to 170,0,1,1,0,0,0,0,2,0,0.5,0.5,0,0,0,0
8 to 8.5,19,8,140 to 150,2,1,0,0,0,0,0,3,0.666666667,0.333333333,0,0,0,0,0
8 to 8.5,19,7,150 to 160,1,3,1,0,3,2,5,15,0.066666667,0.2,0.066666667,0,0.2,0.133333333,0.333333333
8 to 8.5,19,7,160 to 170,1,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0.5
8 to 8.5,19,8,150 to 160,1,0,0,0,0,0,1,2,0.5,0,0,0,0,0,0.5
8 to 8.5,20,2,150 to 160,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
8 to 8.5,20,2,160 to 170,3,5,0,0,1,0,0,9,0.333333333,0.555555556,0,0,0.111111111,0,0
8 to 8.5,20,3,150 to 160,1,5,3,0,2,2,0,13,0.076923077,0.384615385,0.230769231,0,0.153846154,0.153846154,0
8 to 8.5,20,2,160 to 170,2,14,7,0,2,5,3,33,0.060606061,0.424242424,0.212121212,0,0.060606061,0.151515152,0.090909091
8 to 8.5,20,3,150 to 160,4,13,2,0,4,5,2,30,0.133333333,0.433333333,0.066666667,0,0.133333333,0.166666667,0.066666667
8 to 8.5,20,3,160 to 170,4,31,11,3,12,5,7,73,0.054794521,0.424657534,0.150684932,0.04109589,0.164383562,0.068493151,0.095890411
8 to 8.5,20,4,170 to 180,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
8 to 8.5,20,4,150 to 160,7,10,2,0,8,3,3,33,0.212121212,0.303030303,0.060606061,0,0.242424242,0.090909091,0.090909091
8 to 8.5,20,4,160 to 170,11,19,12,2,17,12,12,85,0.129411765,0.223529412,0.141176471,0.023529412,0.2,0.141176471,0.141176471
8 to 8.5,20,4,170 to 180,0,0,0,0,0,1,1,2,0,0,0,0,0,0.5,0.5
8 to 8.5,20,5,150 to 160,5,14,5,0,4,5,4,37,0.135135135,0.378378378,0.135135135,0,0.108108108,0.135135135,0.108108108
8 to 8.5,20,5,160 to 170,9,19,9,1,11,3,14,66,0.136363636,0.287878788,0.136363636,0.015151515,0.166666667,0.045454545,0.212121212
8 to 8.5,20,6,170 to 180,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
8 to 8.5,20,6,150 to 160,4,7,5,0,6,3,3,28,0.142857143,0.25,0.178571429,0,0.214285714,0.107142857,0.107142857
8 to 8.5,20,6,160 to 170,12,11,9,1,9,9,15,66,0.181818182,0.166666667,0.136363636,0.015151515,0.136363636,0.136363636,0.227272727
8 to 8.5,20,7,170 to 180,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
8 to 8.5,20,7,150 to 160,3,7,1,0,1,0,4,16,0.1875,0.4375,0.0625,0,0.0625,0,0.25
8 to 8.5,20,7,160 to 170,3,14,5,1,10,2,9,44,0.068181818,0.318181818,0.113636364,0.022727273,0.227272727,0.045454545,0.204545455
8 to 8.5,20,8,150 to 160,0,3,0,0,3,0,2,8,0,0.375,0,0,0.375,0,0.25
8 to 8.5,20,8,160 to 170,3,10,1,0,2,1,7,24,0.125,0.416666667,0.041666667,0,0.083333333,0.041666667,0.291666667
8 to 8.5,20,8,170 to 180,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
8 to 8.5,20,9,150 to 160,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
8 to 8.5,20,9,160 to 170,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1
9.5 to 10,1,0,0 to 10,1,1,0,0,1,1,0,4,0.25,0.25,0,0,0.25,0.25,0
9.5 to 10,1,0,10 to 20,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
9.5 to 10,1,0,0 to 10,0,1,1,0,1,0,1,4,0,0.25,0.25,0,0.25,0,0.25
9.5 to 10,2,0,10 to 20,4,4,2,0,5,2,0,17,0.235294118,0.235294118,0.117647059,0,0.294117647,0.117647059,0
9.5 to 10,2,0,20 to 30,2,1,0,0,1,0,0,4,0.5,0.25,0,0,0.25,0,0
9.5 to 10,2,1,10 to 20,2,2,0,0,3,0,0,7,0.285714286,0.285714286,0,0,0.428571429,0,0
9.5 to 10,2,1,20 to 30,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
9.5 to 10,3,0,20 to 30,7,7,1,1,7,3,0,26,0.269230769,0.269230769,0.038461538,0.038461538,0.269230769,0.115384615,0
9.5 to 10,3,0,30 to 40,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
9.5 to 10,3,1,20 to 30,4,5,2,0,7,1,0,19,0.210526316,0.263157895,0.105263158,0,0.368421053,0.052631579,0
9.5 to 10,3,2,20 to 30,2,2,0,0,0,0,0,4,0.5,0.5,0,0,0,0,0
9.5 to 10,4,0,30 to 40,9,10,3,0,12,4,0,38,0.236842105,0.263157895,0.078947368,0,0.315789474,0.105263158,0
9.5 to 10,4,0,40 to 50,1,2,0,0,1,0,0,4,0.25,0.5,0,0,0.25,0,0
9.5 to 10,4,0,30 to 40,9,8,2,0,5,3,4,31,0.290322581,0.258064516,0.064516129,0,0.161290323,0.096774194,0.129032258
9.5 to 10,4,1,40 to 50,1,1,0,0,0,0,0,2,0.5,0.5,0,0,0,0,0
9.5 to 10,4,1,30 to 40,2,1,0,0,3,0,4,10,0.2,0.1,0,0,0.3,0,0.4
9.5 to 10,4,2,40 to 50,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
9.5 to 10,5,0,40 to 50,13,13,4,0,10,8,0,48,0.270833333,0.270833333,0.083333333,0,0.208333333,0.166666667,0
9.5 to 10,5,0,50 to 60,1,0,0,0,1,0,0,2,0.5,0,0,0,0.5,0,0
9.5 to 10,5,0,40 to 50,10,10,1,1,7,4,2,35,0.285714286,0.285714286,0.028571429,0.028571429,0.2,0.114285714,0.057142857
9.5 to 10,5,1,50 to 60,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0
9.5 to 10,5,1,40 to 50,4,4,0,0,6,0,1,15,0.266666667,0.266666667,0,0,0.4,0,0.066666667
9.5 to 10,5,2,40 to 50,2,2,0,0,0,0,1,5,0.4,0.4,0,0,0,0,0.2
9.5 to 10,6,0,50 to 60,15,15,5,0,13,7,0,55,0.272727273,0.272727273,0.090909091,0,0.236363636,0.127272727,0
9.5 to 10,6,0,60 to 70,0,2,0,0,2,1,0,5,0,0.4,0,0,0.4,0.2,0
9.5 to 10,6,0,50 to 60,12,13,2,1,10,5,3,46,0.260869565,0.282608696,0.043478261,0.02173913,0.217391304,0.108695652,0.065217391
9.5 to 10,6,1,60 to 70,0,1,0,0,2,0,0,3,0,0.333333333,0,0,0.666666667,0,0
9.5 to 10,6,1,50 to 60,6,7,1,0,5,1,1,21,0.285714286,0.333333333,0.047619048,0,0.238095238,0.047619048,0.047619048
9.5 to 10,6,2,50 to 60,1,1,0,0,0,0,1,3,0.333333333,0.333333333,0,0,0,0,0.333333333
9.5 to 10,7,0,50 to 60,0,1,0,0,1,0,0,2,0,0.5,0,0,0.5,0,0
9.5 to 10,7,0,60 to 70,12,14,7,0,5,4,0,42,0.285714286,0.333333333,0.166666667,0,0.119047619,0.095238095,0
9.5 to 10,7,0,70 to 80,1,1,0,0,0,0,0,2,0.5,0.5,0,0,0,0,0
9.5 to 10,7,0,60 to 70,12,18,5,1,4,3,1,44,0.272727273,0.409090909,0.113636364,0.022727273,0.090909091,0.068181818,0.022727273
9.5 to 10,7,1,70 to 80,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
9.5 to 10,7,2,50 to 60,1,1,0,0,0,0,0,2,0.5,0.5,0,0,0,0,0
9.5 to 10,7,1,60 to 70,5,10,0,0,6,0,2,23,0.217391304,0.434782609,0,0,0.260869565,0,0.086956522
9.5 to 10,7,3,60 to 70,4,6,0,0,0,0,0,10,0.4,0.6,0,0,0,0,0
9.5 to 10,8,0,60 to 70,0,1,0,0,1,0,0,2,0,0.5,0,0,0.5,0,0
9.5 to 10,8,0,70 to 80,9,15,3,0,5,3,0,35,0.257142857,0.428571429,0.085714286,0,0.142857143,0.085714286,0
9.5 to 10,8,0,80 to 90,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
9.5 to 10,8,1,60 to 70,1,1,1,0,0,1,0,4,0.25,0.25,0.25,0,0,0.25,0
9.5 to 10,8,0,70 to 80,6,17,4,0,8,6,2,43,0.139534884,0.395348837,0.093023256,0,0.186046512,0.139534884,0.046511628
9.5 to 10,8,2,60 to 70,0,1,1,0,0,0,0,2,0,0.5,0.5,0,0,0,0
9.5 to 10,8,1,70 to 80,5,9,1,0,3,2,1,21,0.238095238,0.428571429,0.047619048,0,0.142857143,0.095238095,0.047619048
9.5 to 10,8,3,60 to 70,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
9.5 to 10,8,3,70 to 80,2,1,0,0,0,0,0,3,0.666666667,0.333333333,0,0,0,0,0
9.5 to 10,9,0,70 to 80,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
9.5 to 10,9,0,80 to 90,4,10,1,1,5,1,0,22,0.181818182,0.454545455,0.045454545,0.045454545,0.227272727,0.045454545,0
9.5 to 10,9,1,70 to 80,0,2,1,0,0,0,0,3,0,0.666666667,0.333333333,0,0,0,0
9.5 to 10,9,1,80 to 90,4,12,5,0,7,6,0,34,0.117647059,0.352941176,0.147058824,0,0.205882353,0.176470588,0
9.5 to 10,9,1,90 to 100,1,1,0,0,0,0,0,2,0.5,0.5,0,0,0,0,0
9.5 to 10,9,1,70 to 80,0,1,0,0,0,0,1,2,0,0.5,0,0,0,0,0.5
9.5 to 10,9,1,80 to 90,8,15,2,0,5,2,4,36,0.222222222,0.416666667,0.055555556,0,0.138888889,0.055555556,0.111111111
9.5 to 10,9,3,70 to 80,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
9.5 to 10,9,2,80 to 90,2,1,0,0,0,1,1,5,0.4,0.2,0,0,0,0.2,0.2
9.5 to 10,9,3,80 to 90,0,1,0,0,1,0,1,3,0,0.333333333,0,0,0.333333333,0,0.333333333
9.5 to 10,9,5,80 to 90,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0
9.5 to 10,10,0,90 to 100,2,10,1,0,4,1,0,18,0.111111111,0.555555556,0.055555556,0,0.222222222,0.055555556,0
9.5 to 10,10,1,80 to 90,2,2,0,0,0,0,0,4,0.5,0.5,0,0,0,0,0
9.5 to 10,10,0,90 to 100,8,17,4,0,5,3,1,38,0.210526316,0.447368421,0.105263158,0,0.131578947,0.078947368,0.026315789
9.5 to 10,10,2,80 to 90,1,3,2,0,1,0,0,7,0.142857143,0.428571429,0.285714286,0,0.142857143,0,0
9.5 to 10,10,1,90 to 100,6,7,3,0,5,3,2,26,0.230769231,0.269230769,0.115384615,0,0.192307692,0.115384615,0.076923077
9.5 to 10,10,3,100 to 110,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
9.5 to 10,10,2,80 to 90,0,0,0,0,0,1,1,2,0,0,0,0,0,0.5,0.5
9.5 to 10,10,2,90 to 100,1,2,1,0,1,0,2,7,0.142857143,0.285714286,0.142857143,0,0.142857143,0,0.285714286
9.5 to 10,10,4,80 to 90,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
9.5 to 10,11,0,100 to 110,3,5,2,0,2,4,0,16,0.1875,0.3125,0.125,0,0.125,0.25,0
9.5 to 10,11,0,110 to 120,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
9.5 to 10,11,0,90 to 100,0,2,1,0,0,1,0,4,0,0.5,0.25,0,0,0.25,0
9.5 to 10,11,1,100 to 110,7,13,4,0,7,5,0,36,0.194444444,0.361111111,0.111111111,0,0.194444444,0.138888889,0
9.5 to 10,11,1,110 to 120,1,1,0,0,0,0,0,2,0.5,0.5,0,0,0,0,0
9.5 to 10,11,1,90 to 100,0,2,0,0,1,1,0,4,0,0.5,0,0,0.25,0.25,0
9.5 to 10,11,2,100 to 110,3,9,2,0,3,3,0,20,0.15,0.45,0.1,0,0.15,0.15,0
9.5 to 10,11,1,90 to 100,1,0,0,0,0,1,1,3,0.333333333,0,0,0,0,0.333333333,0.333333333
9.5 to 10,11,2,100 to 110,0,5,0,0,1,1,2,9,0,0.555555556,0,0,0.111111111,0.111111111,0.222222222
9.5 to 10,11,3,90 to 100,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
9.5 to 10,11,4,90 to 100,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
9.5 to 10,12,0,100 to 110,0,1,1,0,0,1,0,3,0,0.333333333,0.333333333,0,0,0.333333333,0
9.5 to 10,12,0,110 to 120,7,10,4,0,3,2,0,26,0.269230769,0.384615385,0.153846154,0,0.115384615,0.076923077,0
9.5 to 10,12,0,120 to 130,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9.5 to 10,12,1,100 to 110,0,3,0,0,0,2,0,5,0,0.6,0,0,0,0.4,0
9.5 to 10,12,1,110 to 120,6,17,7,0,8,4,0,42,0.142857143,0.404761905,0.166666667,0,0.19047619,0.095238095,0
9.5 to 10,12,1,120 to 130,1,1,0,0,0,0,0,2,0.5,0.5,0,0,0,0,0
9.5 to 10,12,2,100 to 110,3,2,0,0,2,0,0,7,0.428571429,0.285714286,0,0,0.285714286,0,0
9.5 to 10,12,1,110 to 120,8,6,1,1,1,3,2,22,0.363636364,0.272727273,0.045454545,0.045454545,0.045454545,0.136363636,0.090909091
9.5 to 10,12,2,100 to 110,1,1,0,0,0,0,1,3,0.333333333,0.333333333,0,0,0,0,0.333333333
9.5 to 10,12,2,110 to 120,2,1,0,0,1,1,1,6,0.333333333,0.166666667,0,0,0.166666667,0.166666667,0.166666667
9.5 to 10,12,4,100 to 110,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9.5 to 10,12,3,110 to 120,2,1,1,0,0,0,1,5,0.4,0.2,0.2,0,0,0,0.2
9.5 to 10,12,4,110 to 120,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
9.5 to 10,13,0,110 to 120,0,2,0,0,1,0,0,3,0,0.666666667,0,0,0.333333333,0,0
