batsman,balls_Faced,dots,singles,doubles,triples,fours,sixes,wickets,dot_prob,sing_prob,doub_prob,trip_prop,four_prob,six_prob,wkt_prob
Tilakaratne Dilshan,1007,409,335,54,2,140,24,43,0.4061569016881828,0.3326713008937438,0.05362462760675273,0.00198609731876862,0.13902681231380334,0.02383316782522344,0.042701092353525316
Travis Head,148,33,67,21,0,12,8,7,0.22297297297297294,0.4527027027027027,0.14189189189189189,0.0,0.08108108108108109,0.054054054054054064,0.0472972972972973
Travis Birt,58,21,15,6,0,9,2,5,0.3620689655172414,0.25862068965517243,0.10344827586206896,0.0,0.15517241379310345,0.03448275862068965,0.08620689655172414
Tymal Mills,11,5,2,0,0,0,1,3,0.4545454545454545,0.18181818181818185,0.0,0.0,0.0,0.09090909090909093,0.2727272727272727
Unmukt Chand,300,136,88,15,0,32,9,20,0.4533333333333333,0.2933333333333333,0.05,0.0,0.10666666666666667,0.03,0.06666666666666668
Umar Gul,19,5,5,0,0,1,5,3,0.2631578947368421,0.2631578947368421,0.0,0.0,0.05263157894736842,0.2631578947368421,0.15789473684210525
Usman Khawaja,100,32,38,6,1,14,3,6,0.32,0.38,0.06,0.01,0.14,0.03,0.06
Umesh Yadav,126,48,46,4,0,11,4,13,0.3809523809523809,0.36507936507936506,0.031746031746031744,0.0,0.0873015873015873,0.031746031746031744,0.10317460317460317
Virat Kohli,4112,1269,1725,292,11,481,191,143,0.3086089494163424,0.4195038910505837,0.07101167315175097,0.0026750972762645915,0.11697470817120625,0.04644941634241245,0.03477626459143969
Veer Pratap Singh,1,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Virender Sehwag,1755,560,558,96,2,334,106,99,0.3190883190883191,0.31794871794871793,0.0547008547008547,0.0011396011396011395,0.1903133903133903,0.0603988603988604,0.05641025641025641
Vijay Shankar,416,102,200,37,1,34,24,18,0.2451923076923077,0.4807692307692308,0.0889423076923077,0.002403846153846154,0.08173076923076923,0.0576923076923077,0.04326923076923077
Vishnu Vinod,26,12,9,0,0,1,1,3,0.4615384615384616,0.3461538461538461,0.0,0.0,0.038461538461538464,0.038461538461538464,0.1153846153846154
Varun Aaron,62,29,21,4,0,2,2,4,0.4677419354838709,0.3387096774193548,0.06451612903225806,0.0,0.03225806451612903,0.03225806451612903,0.06451612903225806
VRV Singh,3,0,0,0,0,1,0,2,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666
VVS Laxman,267,100,100,10,0,33,5,19,0.3745318352059925,0.3745318352059925,0.03745318352059925,0.0,0.12359550561797752,0.018726591760299626,0.07116104868913857
Washington Sundar,53,16,14,7,1,5,4,6,0.3018867924528302,0.2641509433962264,0.1320754716981132,0.018867924528301886,0.09433962264150944,0.07547169811320754,0.11320754716981132
Wayne Parnell,75,25,31,5,0,4,1,9,0.3333333333333333,0.4133333333333333,0.06666666666666668,0.0,0.05333333333333334,0.013333333333333334,0.12
Wriddhiman Saha,1346,405,529,115,4,160,59,74,0.3008915304606241,0.3930163447251114,0.08543833580980684,0.0029717682020802376,0.1188707280832095,0.043833580980683504,0.0549777117384844
Yashpal Singh,66,34,20,2,1,5,0,4,0.5151515151515151,0.30303030303030304,0.030303030303030307,0.015151515151515154,0.07575757575757576,0.0,0.060606060606060615
Yusuf Pathan,2241,673,877,155,5,262,159,110,0.3003123605533244,0.39134315037929496,0.06916555109326193,0.0022311468094600626,0.11691209281570727,0.07095046854082998,0.049085229808121376
Younis Khan,7,3,3,0,0,0,0,1,0.42857142857142855,0.42857142857142855,0.0,0.0,0.0,0.0,0.14285714285714285
Yuzvendra Chahal,48,25,16,1,1,0,0,5,0.5208333333333334,0.3333333333333333,0.02083333333333333,0.02083333333333333,0.0,0.0,0.10416666666666667
Yuvraj Singh,2120,780,741,119,3,217,149,111,0.3679245283018868,0.3495283018867925,0.05613207547169812,0.0014150943396226414,0.10235849056603774,0.07028301886792453,0.05235849056603774
Zaheer Khan,141,60,47,7,0,11,2,14,0.425531914893617,0.3333333333333333,0.04964539007092199,0.0,0.07801418439716312,0.014184397163120569,0.09929078014184398
